Sample	Replicate	Exp.nbl	Depth	Data	Subsampling	N.nbl.reads	Type	Input.material	Fraction.tp.perc	Fraction.tp	Fraction.ddPCR
5M_mix_Bmap_CLBGA_25_rep9	9	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep9	9	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep9	9	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep10	10	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep10	10	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep10	10	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep10	10	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep10	10	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep10	10	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep10	10	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep10	10	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep10	10	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep10	10	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep10	10	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep10	10	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep10	10	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep10	10	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep10	10	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep11	11	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep11	11	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep11	11	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep11	11	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep11	11	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep11	11	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep11	11	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep11	11	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep11	11	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep11	11	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep11	11	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep11	11	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep11	11	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep11	11	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep11	11	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep12	12	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep12	12	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep12	12	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep12	12	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep12	12	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep12	12	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep12	12	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep12	12	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep12	12	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep12	12	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep12	12	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep12	12	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep12	12	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep12	12	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep12	12	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep13	13	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep13	13	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep13	13	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep13	13	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep13	13	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep13	13	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep13	13	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep13	13	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep13	13	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep13	13	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep13	13	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep13	13	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep13	13	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep13	13	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep13	13	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep14	14	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep14	14	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep14	14	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep14	14	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep14	14	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep14	14	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep14	14	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep14	14	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep14	14	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep14	14	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep14	14	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep14	14	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep14	14	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep14	14	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep14	14	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep15	15	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep15	15	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep15	15	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep15	15	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep15	15	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep15	15	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep15	15	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep15	15	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep15	15	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep15	15	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep15	15	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep15	15	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep15	15	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep15	15	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep15	15	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep16	16	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep16	16	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep16	16	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-11_rep16	16	0.0011	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5500	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-3_rep16	16	0.003	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-7_rep16	16	0.007	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	35000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1_rep16	16	0.01	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	50000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_1-8_rep16	16	0.018	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	90000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_2-5_rep16	16	0.025	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	125000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_4_rep16	16	0.04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_5_rep16	16	0.05	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_10_rep16	16	0.1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_25_rep16	16	0.25	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1250000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_50_rep16	16	0.5	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_100_rep16	16	1	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000	in Silico	NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0_rep17	17	0	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-01_rep17	17	1e-04	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500		NA	NA	NA	NA
5M_mix_Bmap_CLBGA_0-1_rep17	17	0.001	5000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000		NA	NA	NA	NA
